用户号,机顶盒设备号,节目名称,节目ID,观看次数,分类,二级目录,分类名称,二级目录ID,分类名称ID,观看时长,点播日期,最早观看时间,最近观看时间,观看时间跨度,语种,地区,时间跨度,使用时长,总观看时长,一级标签,二级标签,地区参数,字母语种,正题名
11075,10013,大军师司马懿之军师联盟,523,42,精彩点/大陆剧场,精彩点,大陆剧场,2,11,2820,,2017-07-15 21:32,2017-09-24 21:30,6134280.000000,国语,大陆,6134280.000000,6603840.000000,303180,语言,中文,大陆,中文,大军师司马懿之军师联盟
10395,10396,大军师司马懿之军师联盟,523,45,精彩点/大陆剧场,精彩点,大陆剧场,2,11,2934.15,20170701,2017-07-01 00:00,2017-07-10 00:00,777600.000000,国语,大陆,777600.000000,7862400.000000,65239.95,节目分类,大陆剧场,大陆,中文,大军师司马懿之军师联盟
10395,10396,大军师司马懿之军师联盟,523,45,精彩点/大陆剧场,精彩点,大陆剧场,2,11,2934.15,20170701,2017-07-01 00:00,2017-07-10 00:00,777600.000000,国语,大陆,777600.000000,7862400.000000,65239.95,地区,大陆,大陆,中文,大军师司马懿之军师联盟
10395,10396,大军师司马懿之军师联盟,523,45,精彩点/大陆剧场,精彩点,大陆剧场,2,11,2934.15,20170701,2017-07-01 00:00,2017-07-10 00:00,777600.000000,国语,大陆,777600.000000,7862400.000000,65239.95,节目归属,精彩点,大陆,中文,大军师司马懿之军师联盟
10395,10396,大军师司马懿之军师联盟,523,45,精彩点/大陆剧场,精彩点,大陆剧场,2,11,2934.15,20170701,2017-07-01 00:00,2017-07-10 00:00,777600.000000,国语,大陆,777600.000000,7862400.000000,65239.95,语言,中文,大陆,中文,大军师司马懿之军师联盟
10316,10376,秦时丽人明月心,1515,1,精彩点/大陆剧场,精彩点,大陆剧场,2,11,120,,2017-08-15 19:31,2017-08-15 19:31,0.000000,国语,大陆,2670780.000000,6653040.000000,222600,节目分类,大陆剧场,大陆,中文,秦时丽人明月心
10316,10376,秦时丽人明月心,1515,1,精彩点/大陆剧场,精彩点,大陆剧场,2,11,120,,2017-08-15 19:31,2017-08-15 19:31,0.000000,国语,大陆,2670780.000000,6653040.000000,222600,地区,大陆,大陆,中文,秦时丽人明月心
10316,10376,秦时丽人明月心,1515,1,精彩点/大陆剧场,精彩点,大陆剧场,2,11,120,,2017-08-15 19:31,2017-08-15 19:31,0.000000,国语,大陆,2670780.000000,6653040.000000,222600,节目归属,精彩点,大陆,中文,秦时丽人明月心
10316,10376,秦时丽人明月心,1515,1,精彩点/大陆剧场,精彩点,大陆剧场,2,11,120,,2017-08-15 19:31,2017-08-15 19:31,0.000000,国语,大陆,2670780.000000,6653040.000000,222600,语言,中文,大陆,中文,秦时丽人明月心
10533,10098,秦时丽人明月心,1515,2,精彩点/大陆剧场,精彩点,大陆剧场,2,11,5598.01,20170904,2017-09-04 00:00,2017-09-04 00:00,0.000000,国语,大陆,5184000.000000,6652800.000000,519997.23000000004,节目分类,大陆剧场,大陆,中文,秦时丽人明月心
10533,10098,秦时丽人明月心,1515,2,精彩点/大陆剧场,精彩点,大陆剧场,2,11,5598.01,20170904,2017-09-04 00:00,2017-09-04 00:00,0.000000,国语,大陆,5184000.000000,6652800.000000,519997.23000000004,地区,大陆,大陆,中文,秦时丽人明月心
10533,10098,秦时丽人明月心,1515,2,精彩点/大陆剧场,精彩点,大陆剧场,2,11,5598.01,20170904,2017-09-04 00:00,2017-09-04 00:00,0.000000,国语,大陆,5184000.000000,6652800.000000,519997.23000000004,节目归属,精彩点,大陆,中文,秦时丽人明月心
10533,10098,秦时丽人明月心,1515,2,精彩点/大陆剧场,精彩点,大陆剧场,2,11,5598.01,20170904,2017-09-04 00:00,2017-09-04 00:00,0.000000,国语,大陆,5184000.000000,6652800.000000,519997.23000000004,语言,中文,大陆,中文,秦时丽人明月心
10089,10291,开心剧乐部：宋小宝苦追贾玲,731,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,360,,2017-09-06 20:51,2017-09-06 20:51,0.000000,国语,大陆,5596560.000000,7503600.000000,99677.05,节目分类,综艺娱乐,大陆,中文,开心剧乐部：宋小宝苦追贾玲
10089,10291,开心剧乐部：宋小宝苦追贾玲,731,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,360,,2017-09-06 20:51,2017-09-06 20:51,0.000000,国语,大陆,5596560.000000,7503600.000000,99677.05,地区,大陆,大陆,中文,开心剧乐部：宋小宝苦追贾玲
10089,10291,开心剧乐部：宋小宝苦追贾玲,731,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,360,,2017-09-06 20:51,2017-09-06 20:51,0.000000,国语,大陆,5596560.000000,7503600.000000,99677.05,节目归属,精彩点,大陆,中文,开心剧乐部：宋小宝苦追贾玲
10089,10291,开心剧乐部：宋小宝苦追贾玲,731,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,360,,2017-09-06 20:51,2017-09-06 20:51,0.000000,国语,大陆,5596560.000000,7503600.000000,99677.05,语言,中文,大陆,中文,开心剧乐部：宋小宝苦追贾玲
10838,10662,我的前半生,877,27,精彩点/大陆剧场,精彩点,大陆剧场,2,11,5940,,2017-07-17 19:02,2017-07-23 13:08,497160.000000,国语,大陆,1343280.000000,7068900.000000,102117.14,节目分类,大陆剧场,大陆,中文,我的前半生
10838,10662,我的前半生,877,27,精彩点/大陆剧场,精彩点,大陆剧场,2,11,5940,,2017-07-17 19:02,2017-07-23 13:08,497160.000000,国语,大陆,1343280.000000,7068900.000000,102117.14,地区,大陆,大陆,中文,我的前半生
10838,10662,我的前半生,877,27,精彩点/大陆剧场,精彩点,大陆剧场,2,11,5940,,2017-07-17 19:02,2017-07-23 13:08,497160.000000,国语,大陆,1343280.000000,7068900.000000,102117.14,节目归属,精彩点,大陆,中文,我的前半生
10838,10662,我的前半生,877,27,精彩点/大陆剧场,精彩点,大陆剧场,2,11,5940,,2017-07-17 19:02,2017-07-23 13:08,497160.000000,国语,大陆,1343280.000000,7068900.000000,102117.14,语言,中文,大陆,中文,我的前半生
10970,11274,我的前半生,877,38,精彩点/大陆剧场,精彩点,大陆剧场,2,11,2460,,2017-07-27 17:16,2017-08-03 10:00,578640.000000,国语,大陆,2678520.000000,7010580.000000,21960,节目分类,大陆剧场,大陆,中文,我的前半生
10970,11274,我的前半生,877,38,精彩点/大陆剧场,精彩点,大陆剧场,2,11,2460,,2017-07-27 17:16,2017-08-03 10:00,578640.000000,国语,大陆,2678520.000000,7010580.000000,21960,地区,大陆,大陆,中文,我的前半生
10970,11274,我的前半生,877,38,精彩点/大陆剧场,精彩点,大陆剧场,2,11,2460,,2017-07-27 17:16,2017-08-03 10:00,578640.000000,国语,大陆,2678520.000000,7010580.000000,21960,节目归属,精彩点,大陆,中文,我的前半生
10970,11274,我的前半生,877,38,精彩点/大陆剧场,精彩点,大陆剧场,2,11,2460,,2017-07-27 17:16,2017-08-03 10:00,578640.000000,国语,大陆,2678520.000000,7010580.000000,21960,语言,中文,大陆,中文,我的前半生
11299,11153,我的前半生,877,4,精彩点/大陆剧场,精彩点,大陆剧场,2,11,780,,2017-07-30 20:08,2017-07-31 21:03,89700.000000,国语,大陆,825060.000000,5919660.000000,526080,节目分类,大陆剧场,大陆,中文,我的前半生
11299,11153,我的前半生,877,4,精彩点/大陆剧场,精彩点,大陆剧场,2,11,780,,2017-07-30 20:08,2017-07-31 21:03,89700.000000,国语,大陆,825060.000000,5919660.000000,526080,地区,大陆,大陆,中文,我的前半生
11299,11153,我的前半生,877,4,精彩点/大陆剧场,精彩点,大陆剧场,2,11,780,,2017-07-30 20:08,2017-07-31 21:03,89700.000000,国语,大陆,825060.000000,5919660.000000,526080,节目归属,精彩点,大陆,中文,我的前半生
11299,11153,我的前半生,877,4,精彩点/大陆剧场,精彩点,大陆剧场,2,11,780,,2017-07-30 20:08,2017-07-31 21:03,89700.000000,国语,大陆,825060.000000,5919660.000000,526080,语言,中文,大陆,中文,我的前半生
10204,10992,我的前半生,877,1,精彩点/大陆剧场,精彩点,大陆剧场,2,11,540,,2017-08-24 11:24,2017-08-24 11:24,0.000000,国语,大陆,4709040.000000,7943640.000000,298620,节目分类,大陆剧场,大陆,中文,我的前半生
10204,10992,我的前半生,877,1,精彩点/大陆剧场,精彩点,大陆剧场,2,11,540,,2017-08-24 11:24,2017-08-24 11:24,0.000000,国语,大陆,4709040.000000,7943640.000000,298620,地区,大陆,大陆,中文,我的前半生
10204,10992,我的前半生,877,1,精彩点/大陆剧场,精彩点,大陆剧场,2,11,540,,2017-08-24 11:24,2017-08-24 11:24,0.000000,国语,大陆,4709040.000000,7943640.000000,298620,节目归属,精彩点,大陆,中文,我的前半生
10204,10992,我的前半生,877,1,精彩点/大陆剧场,精彩点,大陆剧场,2,11,540,,2017-08-24 11:24,2017-08-24 11:24,0.000000,国语,大陆,4709040.000000,7943640.000000,298620,语言,中文,大陆,中文,我的前半生
11067,11147,我的前半生,877,19,精彩点/大陆剧场,精彩点,大陆剧场,2,11,2280,,2017-07-09 11:37,2017-07-22 11:20,1122180.000000,国语,大陆,1849620.000000,7938360.000000,472020,节目分类,大陆剧场,大陆,中文,我的前半生
11067,11147,我的前半生,877,19,精彩点/大陆剧场,精彩点,大陆剧场,2,11,2280,,2017-07-09 11:37,2017-07-22 11:20,1122180.000000,国语,大陆,1849620.000000,7938360.000000,472020,地区,大陆,大陆,中文,我的前半生
11067,11147,我的前半生,877,19,精彩点/大陆剧场,精彩点,大陆剧场,2,11,2280,,2017-07-09 11:37,2017-07-22 11:20,1122180.000000,国语,大陆,1849620.000000,7938360.000000,472020,节目归属,精彩点,大陆,中文,我的前半生
11067,11147,我的前半生,877,19,精彩点/大陆剧场,精彩点,大陆剧场,2,11,2280,,2017-07-09 11:37,2017-07-22 11:20,1122180.000000,国语,大陆,1849620.000000,7938360.000000,472020,语言,中文,大陆,中文,我的前半生
11239,10040,速度与激情8,1869,4,院线大片/动作片,院线大片,动作片,5,24,8740.029999999999,20170730,2017-07-30 00:00,2017-07-30 00:00,0.000000,英语,美国,0.000000,3333960.000000,47460.28999999999,节目分类,动作片,美国,中文,速度与激情8
11239,10040,速度与激情8,1869,4,院线大片/动作片,院线大片,动作片,5,24,8740.029999999999,20170730,2017-07-30 00:00,2017-07-30 00:00,0.000000,英语,美国,0.000000,3333960.000000,47460.28999999999,地区,美国,美国,中文,速度与激情8
11239,10040,速度与激情8,1869,4,院线大片/动作片,院线大片,动作片,5,24,8740.029999999999,20170730,2017-07-30 00:00,2017-07-30 00:00,0.000000,英语,美国,0.000000,3333960.000000,47460.28999999999,节目归属,院线大片,美国,中文,速度与激情8
11239,10040,速度与激情8,1869,4,院线大片/动作片,院线大片,动作片,5,24,8740.029999999999,20170730,2017-07-30 00:00,2017-07-30 00:00,0.000000,英语,美国,0.000000,3333960.000000,47460.28999999999,语言,中文,美国,中文,速度与激情8
10186,10329,猪猪侠超星萌宠,1376,6,精彩点/电视剧场,精彩点,电视剧场,2,12,60,,2017-07-29 19:58,2017-08-05 19:51,604380.000000,国语,大陆,3095100.000000,7749540.000000,187020,节目分类,电视剧场,大陆,中文,猪猪侠超星萌宠
10186,10329,猪猪侠超星萌宠,1376,6,精彩点/电视剧场,精彩点,电视剧场,2,12,60,,2017-07-29 19:58,2017-08-05 19:51,604380.000000,国语,大陆,3095100.000000,7749540.000000,187020,地区,大陆,大陆,中文,猪猪侠超星萌宠
10186,10329,猪猪侠超星萌宠,1376,6,精彩点/电视剧场,精彩点,电视剧场,2,12,60,,2017-07-29 19:58,2017-08-05 19:51,604380.000000,国语,大陆,3095100.000000,7749540.000000,187020,节目归属,精彩点,大陆,中文,猪猪侠超星萌宠
10186,10329,猪猪侠超星萌宠,1376,6,精彩点/电视剧场,精彩点,电视剧场,2,12,60,,2017-07-29 19:58,2017-08-05 19:51,604380.000000,国语,大陆,3095100.000000,7749540.000000,187020,语言,中文,大陆,中文,猪猪侠超星萌宠
11084,10501,极限挑战 第三季：五美惊喜空降男人帮,1115,2,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,840,,2017-08-10 14:24,2017-08-21 10:00,934560.000000,国语,大陆,4386120.000000,7884900.000000,163860,节目分类,综艺娱乐,大陆,中文,极限挑战 第三季：五美惊喜空降男人帮
11084,10501,极限挑战 第三季：五美惊喜空降男人帮,1115,2,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,840,,2017-08-10 14:24,2017-08-21 10:00,934560.000000,国语,大陆,4386120.000000,7884900.000000,163860,地区,大陆,大陆,中文,极限挑战 第三季：五美惊喜空降男人帮
11084,10501,极限挑战 第三季：五美惊喜空降男人帮,1115,2,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,840,,2017-08-10 14:24,2017-08-21 10:00,934560.000000,国语,大陆,4386120.000000,7884900.000000,163860,节目归属,精彩点,大陆,中文,极限挑战 第三季：五美惊喜空降男人帮
11084,10501,极限挑战 第三季：五美惊喜空降男人帮,1115,2,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,840,,2017-08-10 14:24,2017-08-21 10:00,934560.000000,国语,大陆,4386120.000000,7884900.000000,163860,语言,中文,大陆,中文,极限挑战 第三季：五美惊喜空降男人帮
11314,10140,天天向上：高颜值警察齐聚一堂,553,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,540,,2017-08-31 12:37,2017-08-31 12:37,0.000000,国语,大陆,4462500.000000,6921240.000000,512160,节目分类,综艺娱乐,大陆,中文,天天向上：高颜值警察齐聚一堂
11314,10140,天天向上：高颜值警察齐聚一堂,553,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,540,,2017-08-31 12:37,2017-08-31 12:37,0.000000,国语,大陆,4462500.000000,6921240.000000,512160,地区,大陆,大陆,中文,天天向上：高颜值警察齐聚一堂
11314,10140,天天向上：高颜值警察齐聚一堂,553,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,540,,2017-08-31 12:37,2017-08-31 12:37,0.000000,国语,大陆,4462500.000000,6921240.000000,512160,节目归属,精彩点,大陆,中文,天天向上：高颜值警察齐聚一堂
11314,10140,天天向上：高颜值警察齐聚一堂,553,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,540,,2017-08-31 12:37,2017-08-31 12:37,0.000000,国语,大陆,4462500.000000,6921240.000000,512160,语言,中文,大陆,中文,天天向上：高颜值警察齐聚一堂
10082,11141,热血尖兵,1267,1,精彩点/大陆剧场,精彩点,大陆剧场,2,11,2580,,2017-09-02 12:06,2017-09-02 12:06,0.000000,国语,大陆,5193540.000000,7632060.000000,71400,节目分类,大陆剧场,大陆,中文,热血尖兵
10082,11141,热血尖兵,1267,1,精彩点/大陆剧场,精彩点,大陆剧场,2,11,2580,,2017-09-02 12:06,2017-09-02 12:06,0.000000,国语,大陆,5193540.000000,7632060.000000,71400,地区,大陆,大陆,中文,热血尖兵
10082,11141,热血尖兵,1267,1,精彩点/大陆剧场,精彩点,大陆剧场,2,11,2580,,2017-09-02 12:06,2017-09-02 12:06,0.000000,国语,大陆,5193540.000000,7632060.000000,71400,节目归属,精彩点,大陆,中文,热血尖兵
10082,11141,热血尖兵,1267,1,精彩点/大陆剧场,精彩点,大陆剧场,2,11,2580,,2017-09-02 12:06,2017-09-02 12:06,0.000000,国语,大陆,5193540.000000,7632060.000000,71400,语言,中文,大陆,中文,热血尖兵
11197,10172,轻睐演唱会,1835,1,热门影视/综艺娱乐,热门影视,综艺娱乐,8,21,480,,2017-07-31 11:59,2017-07-31 11:59,0.000000,国语,大陆,2330880.000000,5865300.000000,108900,节目分类,综艺娱乐,大陆,中文,轻睐演唱会
11197,10172,轻睐演唱会,1835,1,热门影视/综艺娱乐,热门影视,综艺娱乐,8,21,480,,2017-07-31 11:59,2017-07-31 11:59,0.000000,国语,大陆,2330880.000000,5865300.000000,108900,地区,大陆,大陆,中文,轻睐演唱会
11197,10172,轻睐演唱会,1835,1,热门影视/综艺娱乐,热门影视,综艺娱乐,8,21,480,,2017-07-31 11:59,2017-07-31 11:59,0.000000,国语,大陆,2330880.000000,5865300.000000,108900,节目归属,热门影视,大陆,中文,轻睐演唱会
11197,10172,轻睐演唱会,1835,1,热门影视/综艺娱乐,热门影视,综艺娱乐,8,21,480,,2017-07-31 11:59,2017-07-31 11:59,0.000000,国语,大陆,2330880.000000,5865300.000000,108900,语言,中文,大陆,中文,轻睐演唱会
10962,11220,极速前进 第四季：贾静雯入水逆局舞狮崩溃,1098,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,4320,,2017-09-26 11:21,2017-09-26 11:21,0.000000,国语,大陆,7221060.000000,7574340.000000,142800,节目分类,综艺娱乐,大陆,中文,极速前进 第四季：贾静雯入水逆局舞狮崩溃
10962,11220,极速前进 第四季：贾静雯入水逆局舞狮崩溃,1098,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,4320,,2017-09-26 11:21,2017-09-26 11:21,0.000000,国语,大陆,7221060.000000,7574340.000000,142800,地区,大陆,大陆,中文,极速前进 第四季：贾静雯入水逆局舞狮崩溃
10962,11220,极速前进 第四季：贾静雯入水逆局舞狮崩溃,1098,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,4320,,2017-09-26 11:21,2017-09-26 11:21,0.000000,国语,大陆,7221060.000000,7574340.000000,142800,节目归属,精彩点,大陆,中文,极速前进 第四季：贾静雯入水逆局舞狮崩溃
10962,11220,极速前进 第四季：贾静雯入水逆局舞狮崩溃,1098,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,4320,,2017-09-26 11:21,2017-09-26 11:21,0.000000,国语,大陆,7221060.000000,7574340.000000,142800,语言,中文,大陆,中文,极速前进 第四季：贾静雯入水逆局舞狮崩溃
10724,11139,同盟,415,5,精彩点/港台剧场,精彩点,港台剧场,2,20,2640,,2017-08-14 22:25,2017-09-03 00:24,1648740.000000,粤语,香港,5446680.000000,7825560.000000,62340,节目分类,港台剧场,香港,中文,同盟
10724,11139,同盟,415,5,精彩点/港台剧场,精彩点,港台剧场,2,20,2640,,2017-08-14 22:25,2017-09-03 00:24,1648740.000000,粤语,香港,5446680.000000,7825560.000000,62340,地区,香港,香港,中文,同盟
10724,11139,同盟,415,5,精彩点/港台剧场,精彩点,港台剧场,2,20,2640,,2017-08-14 22:25,2017-09-03 00:24,1648740.000000,粤语,香港,5446680.000000,7825560.000000,62340,节目归属,精彩点,香港,中文,同盟
10724,11139,同盟,415,5,精彩点/港台剧场,精彩点,港台剧场,2,20,2640,,2017-08-14 22:25,2017-09-03 00:24,1648740.000000,粤语,香港,5446680.000000,7825560.000000,62340,语言,中文,香港,中文,同盟
10500,10526,七十二层奇楼：吴亦凡秀方言rap根本停不下来,61,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,34020,,2017-07-04 22:14,2017-07-04 22:14,0.000000,国语,大陆,209220.000000,1232940.000000,88920,节目分类,综艺娱乐,大陆,中文,七十二层奇楼：吴亦凡秀方言rap根本停不下来
10500,10526,七十二层奇楼：吴亦凡秀方言rap根本停不下来,61,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,34020,,2017-07-04 22:14,2017-07-04 22:14,0.000000,国语,大陆,209220.000000,1232940.000000,88920,地区,大陆,大陆,中文,七十二层奇楼：吴亦凡秀方言rap根本停不下来
10500,10526,七十二层奇楼：吴亦凡秀方言rap根本停不下来,61,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,34020,,2017-07-04 22:14,2017-07-04 22:14,0.000000,国语,大陆,209220.000000,1232940.000000,88920,节目归属,精彩点,大陆,中文,七十二层奇楼：吴亦凡秀方言rap根本停不下来
10500,10526,七十二层奇楼：吴亦凡秀方言rap根本停不下来,61,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,34020,,2017-07-04 22:14,2017-07-04 22:14,0.000000,国语,大陆,209220.000000,1232940.000000,88920,语言,中文,大陆,中文,七十二层奇楼：吴亦凡秀方言rap根本停不下来
10168,10343,吃吃的爱,411,2,院线大片/爱情,院线大片,爱情,5,19,10714.060000000001,20170721,2017-07-21 00:00,2017-07-21 00:00,0.000000,国语,台湾,1570560.000000,6652740.000000,131974.06,节目分类,爱情,台湾,中文,吃吃的爱
10168,10343,吃吃的爱,411,2,院线大片/爱情,院线大片,爱情,5,19,10714.060000000001,20170721,2017-07-21 00:00,2017-07-21 00:00,0.000000,国语,台湾,1570560.000000,6652740.000000,131974.06,地区,台湾,台湾,中文,吃吃的爱
10168,10343,吃吃的爱,411,2,院线大片/爱情,院线大片,爱情,5,19,10714.060000000001,20170721,2017-07-21 00:00,2017-07-21 00:00,0.000000,国语,台湾,1570560.000000,6652740.000000,131974.06,节目归属,院线大片,台湾,中文,吃吃的爱
10168,10343,吃吃的爱,411,2,院线大片/爱情,院线大片,爱情,5,19,10714.060000000001,20170721,2017-07-21 00:00,2017-07-21 00:00,0.000000,国语,台湾,1570560.000000,6652740.000000,131974.06,语言,中文,台湾,中文,吃吃的爱
10164,10719,赛罗奥特曼英雄传,1776,3,动漫剧场/日韩剧场,动漫剧场,日韩剧场,6,16,1500,,2017-07-13 13:53,2017-07-13 14:42,2940.000000,日语,日本,592380.000000,7086060.000000,34080,节目分类,日韩剧场,日本,中文,赛罗奥特曼英雄传
10164,10719,赛罗奥特曼英雄传,1776,3,动漫剧场/日韩剧场,动漫剧场,日韩剧场,6,16,1500,,2017-07-13 13:53,2017-07-13 14:42,2940.000000,日语,日本,592380.000000,7086060.000000,34080,地区,日本,日本,中文,赛罗奥特曼英雄传
10164,10719,赛罗奥特曼英雄传,1776,3,动漫剧场/日韩剧场,动漫剧场,日韩剧场,6,16,1500,,2017-07-13 13:53,2017-07-13 14:42,2940.000000,日语,日本,592380.000000,7086060.000000,34080,节目归属,动漫剧场,日本,中文,赛罗奥特曼英雄传
10164,10719,赛罗奥特曼英雄传,1776,3,动漫剧场/日韩剧场,动漫剧场,日韩剧场,6,16,1500,,2017-07-13 13:53,2017-07-13 14:42,2940.000000,日语,日本,592380.000000,7086060.000000,34080,语言,中文,日本,中文,赛罗奥特曼英雄传
10307,10546,中国新歌声 第二季：陈奕迅变学员陈二萌 小伙秀藏语饶舌,123,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,3060,,2017-07-23 14:42,2017-07-23 14:42,0.000000,国语,大陆,1906380.000000,7889640.000000,300300,节目分类,综艺娱乐,大陆,中文,中国新歌声 第二季：陈奕迅变学员陈二萌 小伙秀藏语饶舌
10307,10546,中国新歌声 第二季：陈奕迅变学员陈二萌 小伙秀藏语饶舌,123,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,3060,,2017-07-23 14:42,2017-07-23 14:42,0.000000,国语,大陆,1906380.000000,7889640.000000,300300,地区,大陆,大陆,中文,中国新歌声 第二季：陈奕迅变学员陈二萌 小伙秀藏语饶舌
10307,10546,中国新歌声 第二季：陈奕迅变学员陈二萌 小伙秀藏语饶舌,123,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,3060,,2017-07-23 14:42,2017-07-23 14:42,0.000000,国语,大陆,1906380.000000,7889640.000000,300300,节目归属,精彩点,大陆,中文,中国新歌声 第二季：陈奕迅变学员陈二萌 小伙秀藏语饶舌
10307,10546,中国新歌声 第二季：陈奕迅变学员陈二萌 小伙秀藏语饶舌,123,1,精彩点/综艺娱乐,精彩点,综艺娱乐,2,21,3060,,2017-07-23 14:42,2017-07-23 14:42,0.000000,国语,大陆,1906380.000000,7889640.000000,300300,语言,中文,大陆,中文,中国新歌声 第二季：陈奕迅变学员陈二萌 小伙秀藏语饶舌
10129,11001,白鹿原,1440,8,精彩点/大陆剧场,精彩点,大陆剧场,2,11,2460,,2017-07-02 12:56,2017-07-16 21:52,1241760.000000,国语,大陆,1373820.000000,7942080.000000,1199872.12,节目分类,大陆剧场,大陆,中文,白鹿原
10129,11001,白鹿原,1440,8,精彩点/大陆剧场,精彩点,大陆剧场,2,11,2460,,2017-07-02 12:56,2017-07-16 21:52,1241760.000000,国语,大陆,1373820.000000,7942080.000000,1199872.12,地区,大陆,大陆,中文,白鹿原
